"OBJECT_ID","S_INFO_WINDCODE","TRADE_DT","S_DQ_OPEN","S_DQ_HIGH","S_DQ_LOW","S_DQ_CLOSE","S_DQ_SETTLE","S_DQ_VOLUME","S_DQ_AMOUNT","S_DQ_OI","S_DQ_OICHANGE","S_DQ_PRESETTLE","S_DQ_CHANGE1","S_DQ_CHANGE2","S_DQ_PCTCHANGE1","S_DQ_PCTCHANGE2","OPDATE","OPMODE"
{9BBDB98F-BA27-421C-9684-F782589166F8},MO2608-P-9100.CFE,"20260623",670.2,789.8,661.2,763.6,748.4,49,345.748,450,22,656.4,107.2,92,16.33,14.02,2026-06-23 16:25:12,"1"
{A494F858-F711-4CC3-A691-BB3E173BC625},MO2608-C-8500.CFE,"20260623",451.8,469,352.4,389,389,758,3132.792,819,344,456.6,-67.6,-67.6,-14.81,-14.81,2026-06-23 16:25:12,"1"
{ADE28037-3CD1-4D98-B469-BF279AFAA275},MO2612-C-8000.CFE,"20260623",788.4,811.6,687.2,714.4,731.6,309,2373.246,1151,41,807.8,-93.4,-76.2,-11.56,-9.43,2026-06-23 16:25:12,"1"
{ADF34F62-5AFA-4A7E-9CCC-58B0E6EC3F7D},MO2706-C-9200.CFE,"20260623",452.6,452.6,397.6,397.6,410.6,8,33.45,8,8,320,77.6,90.6,24.25,28.31,2026-06-23 16:25:12,"1"
{C8699409-0658-4E06-B52D-6BDB9E603A60},MO2608-P-7800.CFE,"20260623",106,137,104.2,130.4,126.4,241,293.694,482,85,99.2,31.2,27.2,31.45,27.42,2026-06-23 16:25:12,"1"
{D1A2CC34-F99D-4675-AE12-0654371EF68F},MO2608-P-7200.CFE,"20260623",39,46.8,35.4,43.4,43.4,503,200.246,838,80,35.2,8.2,8.2,23.3,23.3,2026-06-23 16:25:12,"1"
{ED18C3B4-C231-4D85-AE71-C2B5AA67871A},MO2608-P-8000.CFE,"20260623",151.4,191.2,147.8,176,176,1068,1741.06,846,225,139.8,36.2,36.2,25.89,25.89,2026-06-23 16:25:12,"1"
{9C98AB60-AA11-46E8-A88D-10A18CB57C14},MO2609-C-9500.CFE,"20260623",172.4,172.4,123.8,138.6,138.6,101,153.746,65,65,170.2,-31.6,-31.6,-18.57,-18.57,2026-06-23 16:25:12,"1"
{B74B56AC-5DE0-497B-BBDB-2F87527AC6AC},MO2609-P-8500.CFE,"20260623",450.4,531.2,450.4,510.2,510.2,86,409.048,29,29,447,63.2,63.2,14.14,14.14,2026-06-23 16:25:12,"1"
{C03E8B2D-5297-4C4D-B5DC-6EDEF7EB73E3},MO2607-P-8000.CFE,"20260623",45,67.4,41,58.8,58.8,15645,8126.226,6870,1299,42.6,16.2,16.2,38.03,38.03,2026-06-23 16:25:12,"1"
{C925A0A7-285D-4967-9476-1F53332554CD},MO2703-P-7600.CFE,"20260623",523.2,571.8,517.8,556.4,556.4,61,326.032,391,24,504.8,51.6,51.6,10.22,10.22,2026-06-23 16:25:12,"1"
{C9378094-E06C-49FE-93DF-1A270EDCF79A},MO2703-P-9000.CFE,"20260623",1316.8,1316.8,1316.8,1316.8,1375,5,65.048,73,1,1277.2,39.6,97.8,3.1,7.66,2026-06-23 16:25:12,"1"
{DB1BAA60-883F-4E67-A450-D5160A678166},MO2703-C-9600.CFE,"20260623",298.8,320.2,263.8,267,272.4,263,799.238,235,-54,304,-37,-31.6,-12.17,-10.39,2026-06-23 16:25:12,"1"
{E47381EE-B116-4A43-B37B-575D87B37E14},MO2607-C-9600.CFE,"20260623",23,31.6,12.2,16.6,16.6,3426,710.672,2081,257,29.2,-12.6,-12.6,-43.15,-43.15,2026-06-23 16:25:12,"1"
{ED6B4141-C738-40E3-9048-925931C2F208},MO2607-P-8500.CFE,"20260623",162,225,152.6,200,200,15976,29182.104,5849,966,155,45,45,29.03,29.03,2026-06-23 16:25:12,"1"
{A5CAD5B5-E5C5-4658-9DFC-9D2F170FC08F},MO2609-P-8600.CFE,"20260623",518.6,596,501.4,567.2,564,777,4140.852,2487,78,491.6,75.6,72.4,15.38,14.73,2026-06-23 16:25:12,"1"
{AF2B9224-48BA-41F1-802D-9EC3B33D0A79},MO2608-P-8100.CFE,"20260623",175.4,224.2,173.2,212,212,418,820.128,491,26,164,48,48,29.27,29.27,2026-06-23 16:25:12,"1"
{AF311F40-4942-45DE-8EEC-7F6EBB3F0642},MO2608-P-7500.CFE,"20260623",65.4,81.8,63.6,76,76,270,193.332,915,41,59.2,16.8,16.8,28.38,28.38,2026-06-23 16:25:12,"1"
{AF51CBC3-A3E4-4815-9230-079F9A9579BB},MO2609-P-9300.CFE,"20260623",981.6,1088.6,981.6,1052.4,1052.4,58,601.294,50,50,953.2,99.2,99.2,10.41,10.41,2026-06-23 16:25:12,"1"
{D3012838-A08B-42D4-BE08-829588EE3629},MO2608-P-8600.CFE,"20260623",360,450,360,426.6,426.6,474,1892.18,490,110,352.2,74.4,74.4,21.12,21.12,2026-06-23 16:25:12,"1"
{DBF78364-FD1D-430E-9D54-EDE80B45DA7C},MO2608-C-7200.CFE,"20260623",1415,1420,1307,1310,1354,97,1349.138,91,85,1471.8,-161.8,-117.8,-10.99,-8,2026-06-23 16:25:12,"1"
{F6FA437F-B1F2-492F-9D5F-7CA46BB856D7},MO2612-P-9200.CFE,"20260623",1226.8,1301,1226.8,1301,1287.8,17,214.112,599,2,1178.4,122.6,109.4,10.4,9.28,2026-06-23 16:25:12,"1"
{F7204983-FD35-4E1A-83E6-52C738927BB1},MO2609-C-6800.CFE,"20260623",1722.8,1725,1608.6,1608.6,1661.2,51,861.97,546,-2,1785.8,-177.2,-124.6,-9.92,-6.98,2026-06-23 16:25:12,"1"
{F7217E4C-D3AC-4375-BDFA-F551D858CCAC},MO2612-P-6600.CFE,"20260623",98,117.6,98,112.4,112.4,243,259.876,947,45,94.8,17.6,17.6,18.57,18.57,2026-06-23 16:25:12,"1"
{F7527C11-E13C-4C56-B83F-AC164E3ADBBF},MO2612-C-7400.CFE,"20260623",1149.8,1155,1098,1111.6,1073.4,48,540.27,500,-16,1178.8,-67.2,-105.4,-5.7,-8.94,2026-06-23 16:25:12,"1"
{A68FA8F1-4D50-4682-A56E-48A9BB42CB9E},MO2612-C-8200.CFE,"20260623",683.6,706.2,590,619.4,619.4,312,2077.864,1439,-54,700.2,-80.8,-80.8,-11.54,-11.54,2026-06-23 16:25:12,"1"
{AFCC5A98-353A-4793-8610-BCA45EB3BEEE},MO2608-P-8200.CFE,"20260623",200.4,260.4,200.4,245.2,245.2,248,579.956,352,14,195.6,49.6,49.6,25.36,25.36,2026-06-23 16:25:12,"1"
{B843C3C5-AC99-454F-8878-17ABE6FF3A0B},MO2706-C-9000.CFE,"20260623",484.8,485,435,435,457.4,8,37.042,8,8,365.2,69.8,92.2,19.11,25.25,2026-06-23 16:25:12,"1"
{C18ABB6B-8D92-407D-91E3-5ED069BB7ADE},MO2607-C-8100.CFE,"20260623",665,685,526.6,575,575,403,2494.248,1193,38,685.6,-110.6,-110.6,-16.13,-16.13,2026-06-23 16:25:12,"1"
{EED869C5-1BE5-40F2-9DAA-7A0008641D4E},MO2612-P-7400.CFE,"20260623",258.4,309.2,258.4,300.2,300.2,174,493.034,1311,-11,252.2,48,48,19.03,19.03,2026-06-23 16:25:12,"1"
{9E00B0BE-DC6D-49A3-A7B7-DD5497BCE2DA},MO2607-P-7300.CFE,"20260623",7.2,9,4.2,7.4,7.4,1473,90.152,1020,225,6.2,1.2,1.2,19.35,19.35,2026-06-23 16:25:12,"1"
{C1FFF42A-159B-4424-A0B5-DB1A4429BC68},MO2607-C-7700.CFE,"20260623",1025.4,1026.8,889.6,898.6,923.6,33,317.204,140,3,1043.6,-145,-120,-13.89,-11.5,2026-06-23 16:25:12,"1"
{C22F4B62-E4F7-4155-A728-A4161DF4F289},MO2609-C-8200.CFE,"20260623",638.6,674.8,558,587.2,587.4,367,2315.008,2562,51,676.2,-89,-88.8,-13.16,-13.13,2026-06-23 16:25:12,"1"
{EF27789D-4FB0-44DB-AC26-F24B0B0AB68E},MO2609-C-9600.CFE,"20260623",149,157.8,108.8,121.6,121,1519,2024.38,2978,-186,154,-32.4,-33,-21.04,-21.43,2026-06-23 16:25:12,"1"
{B963A525-A850-45F3-9129-F20E7E0E0793},MO2609-P-6400.CFE,"20260623",19.4,25,19.2,24.2,24.8,176,38.56,881,-1,19.6,4.6,5.2,23.47,26.53,2026-06-23 16:25:12,"1"
{B9AF1B56-AF8D-4E15-A018-9F109B8AC345},MO2706-C-9600.CFE,"20260623",360,370.4,312.6,320.2,329.6,46,155.548,26,26,244.2,76,85.4,31.12,34.97,2026-06-23 16:25:12,"1"
{C2929008-0288-4CC6-8495-C1C216E3A473},MO2609-C-7900.CFE,"20260623",809.8,813.4,732.2,738.8,773.2,20,158.138,13,13,866.4,-127.6,-93.2,-14.73,-10.76,2026-06-23 16:25:12,"1"
{CB2044D2-8240-47DC-ADA9-FBE29A9D180D},MO2607-P-9800.CFE,"20260623",1147.4,1253,1092.4,1253,1237.4,37,420.41,197,2,1116.6,136.4,120.8,12.22,10.82,2026-06-23 16:25:12,"1"
{D4856ADC-0F2A-496C-882A-E67D8530CDAC},MO2607-P-8900.CFE,"20260623",370.8,464.6,344.6,429.4,429.4,1948,7471.436,695,155,352,77.4,77.4,21.99,21.99,2026-06-23 16:25:12,"1"
{DD43CE30-7D85-4338-B6F0-0439F5763C5F},MO2612-C-8800.CFE,"20260623",433.6,457.2,370.2,387,392,196,833.486,1114,31,445.8,-58.8,-53.8,-13.19,-12.07,2026-06-23 16:25:12,"1"
{DD4B26D2-CCD1-4326-9FE5-08AF08BEFE62},MO2607-C-7400.CFE,"20260623",1282.6,1338,1192,1192,1208.4,37,459.156,348,23,1323.6,-131.6,-115.2,-9.94,-8.7,2026-06-23 16:25:12,"1"
{E6BE3490-65C9-486E-B688-386CA5CF341E},MO2608-C-9000.CFE,"20260623",220,243.2,169.8,193.8,193.8,649,1411.048,646,28,234.8,-41,-41,-17.46,-17.46,2026-06-23 16:25:12,"1"
{EFEC640E-4E89-43A6-A23C-CA46E6B36926},MO2609-P-7800.CFE,"20260623",196.6,230.2,182.6,219.8,218,460,951.95,2681,54,181,38.8,37,21.44,20.44,2026-06-23 16:25:12,"1"
{F8E41DA7-40DC-4B1C-885C-070272CE3A2A},MO2706-P-8400.CFE,"20260623",1122.8,1205.8,1122.8,1205.8,1180.2,5,57.272,4,4,1132.6,73.2,47.6,6.46,4.2,2026-06-23 16:25:12,"1"
{F92B19FF-B7A3-4B03-BE99-6A9D653F8A44},MO2703-P-10000.CFE,"20260623",,,,2097.6,2164.8,0,0,95,0,2034.2,63.4,130.6,3.12,6.42,2026-06-23 16:25:12,"1"
{A8641F03-2242-4CC8-A7F4-4AB021EDCAB5},MO2608-C-7400.CFE,"20260623",1130.4,1130.4,1129,1129,1174.2,2,22.594,6,2,1285.8,-156.8,-111.6,-12.19,-8.68,2026-06-23 16:25:12,"1"
{A86F47A2-A6B6-40F0-94A8-80DBE89EF461},MO2608-P-7600.CFE,"20260623",76,97.6,74.6,91,91,460,377.488,893,-39,70.4,20.6,20.6,29.26,29.26,2026-06-23 16:25:12,"1"
{B11AA8EA-1057-4F14-96FA-A686DBF97E81},MO2706-P-9000.CFE,"20260623",1573.8,1629.4,1553.2,1629.4,1593,8,126.85,6,6,1553.8,75.6,39.2,4.87,2.52,2026-06-23 16:25:12,"1"
{C300597A-A8A5-4D99-AC7C-9076F1DFF871},MO2607-C-9500.CFE,"20260623",37.6,41,17.2,24,24,4478,1264.862,2337,295,38.2,-14.2,-14.2,-37.17,-37.17,2026-06-23 16:25:12,"1"
{C317606D-5BFB-4336-8AA4-B7DCFF025421},MO2703-C-7400.CFE,"20260623",1143.4,1143.4,1143.4,1143.4,1078.4,1,11.434,161,0,1178.8,-35.4,-100.4,-3,-8.52,2026-06-23 16:25:12,"1"
{C327484E-ADF7-4DF8-B0F9-B248ED808C1A},MO2608-P-9300.CFE,"20260623",822.4,953,804,940.2,903.2,13,115.07,29,6,805.8,134.4,97.4,16.68,12.09,2026-06-23 16:25:12,"1"
{CBF6B452-33A7-4E18-8BDC-A95803419E2F},MO2612-P-8400.CFE,"20260623",730.8,774,695.6,751.4,751.4,143,1040.322,525,-2,678.2,73.2,73.2,10.79,10.79,2026-06-23 16:25:12,"1"
{DD9BDAFE-7565-4D4F-8FA1-B8FEBCDFA991},MO2607-P-8800.CFE,"20260623",310,396.6,285.8,362,362,8254,26805.88,2993,749,294.6,67.4,67.4,22.88,22.88,2026-06-23 16:25:12,"1"
{9FB903CA-7EBD-4BE7-A99F-2CE1C9752058},MO2608-C-8100.CFE,"20260623",650,693,584,620,622.6,49,324.73,111,6,714.2,-94.2,-91.6,-13.19,-12.83,2026-06-23 16:25:12,"1"
{9FE5A3AB-CF65-4843-B4DE-B4DAB2F72E01},MO2607-C-8700.CFE,"20260623",238,270.8,168.8,200.2,200.2,18047,40042.438,6923,530,263.4,-63.2,-63.2,-23.99,-23.99,2026-06-23 16:25:12,"1"
{A90D3CD6-CCB3-446B-B48B-A56554B7D5B8},MO2607-P-9100.CFE,"20260623",495.8,617.8,478.8,576.4,576.4,683,3574.094,234,12,481.2,95.2,95.2,19.78,19.78,2026-06-23 16:25:12,"1"
{B1D868EF-F1F0-4094-A289-875F2348F87A},MO2612-C-9600.CFE,"20260623",230,250,188.6,202.4,202.4,762,1739.056,1316,-251,229.4,-27,-27,-11.77,-11.77,2026-06-23 16:25:12,"1"
{CC3133E5-3684-46AE-993E-EE835D524292},MO2608-C-8000.CFE,"20260623",781,781,678,688,692.4,20,141.19,350,-9,783.6,-95.6,-91.2,-12.2,-11.64,2026-06-23 16:25:12,"1"
{DE1F422D-F409-4491-8603-1ACA95F847F9},MO2706-P-8000.CFE,"20260623",897.2,936.2,892.2,936.2,942.2,78,699.64,56,56,885,51.2,57.2,5.79,6.46,2026-06-23 16:25:12,"1"
{F9BA45B9-50EE-4E2B-AA0B-979B49FD3F41},MO2609-P-7600.CFE,"20260623",145.8,175.2,136,166.8,166.8,516,804.934,2515,-34,136.2,30.6,30.6,22.47,22.47,2026-06-23 16:25:12,"1"
{A9ABA45C-8B40-4320-88F4-11902F77333B},MO2607-P-9300.CFE,"20260623",652,790.2,642,750.4,750.4,126,856.866,124,4,642.4,108,108,16.81,16.81,2026-06-23 16:25:12,"1"
{BBAD8727-3172-4C23-ACEB-305768178145},MO2703-P-7200.CFE,"20260623",365.2,406.8,356.6,402.8,398,16,60.922,501,6,359.8,43,38.2,11.95,10.62,2026-06-23 16:25:12,"1"
{CCEC5EBA-2C92-4C3F-85CD-FF3A9C587209},MO2612-P-9800.CFE,"20260623",1724.4,1749.6,1721.4,1736,1769,18,307.416,117,0,1644,92,125,5.6,7.6,2026-06-23 16:25:12,"1"
{D5E376BC-9BC8-4A0F-9370-2965B6F31B37},MO2612-P-9400.CFE,"20260623",1378,1447,1378,1447,1442.4,42,587.224,188,-1,1325.2,121.8,117.2,9.19,8.84,2026-06-23 16:25:12,"1"
{DEC97B1B-5DA5-4A6B-B63E-80294E9C62AC},MO2703-P-9200.CFE,"20260623",,,,1432.6,1521,0,0,34,0,1418.2,14.4,102.8,1.02,7.25,2026-06-23 16:25:12,"1"
{DED19A37-F733-45D9-AA76-F7730B2752C5},MO2703-P-6600.CFE,"20260623",207,229.4,195.4,225.2,224.4,404,850.32,1933,-93,195.4,29.8,29,15.25,14.84,2026-06-23 16:25:12,"1"
{DF0F921D-355E-41D9-B66A-EC02165707D3},MO2608-C-7600.CFE,"20260623",1090.8,1090.8,955,960,1007.8,17,183.81,65,1,1108.6,-148.6,-100.8,-13.4,-9.09,2026-06-23 16:25:12,"1"
{FAB70B22-478C-4AD1-8A74-A411CD324884},MO2608-P-9200.CFE,"20260623",776,864,776,863.8,824.2,8,65.28,25,2,729.2,134.6,95,18.46,13.03,2026-06-23 16:25:12,"1"
{97BEE68A-A7E1-41A5-ACC6-E289F21C7A36},MO2703-C-7200.CFE,"20260623",1257.8,1257.8,1202.2,1202.2,1206.2,21,259.1,176,-2,1307.2,-105,-101,-8.03,-7.73,2026-06-23 16:25:12,"1"
{98050A1A-900A-4B01-A864-E7E5B17F93CB},MO2607-C-7600.CFE,"20260623",1104.2,1134.8,961.6,999.8,1016.8,104,1109.196,162,-9,1131,-131.2,-114.2,-11.6,-10.1,2026-06-23 16:25:12,"1"
{A1067AEE-D905-4B05-A707-F6FD6150355C},MO2607-P-8700.CFE,"20260623",247.4,332.6,235.4,299.2,299.2,13080,35595.066,3797,445,240,59.2,59.2,24.67,24.67,2026-06-23 16:25:12,"1"
{C4D7790A-B8E0-40B3-9841-5CDFD5E3B59F},MO2607-P-9700.CFE,"20260623",1157.4,1157.4,1006.4,1156,1140.8,35,369.326,151,2,1003.8,152.2,137,15.16,13.65,2026-06-23 16:25:12,"1"
{CD8A9C36-7E88-4D8B-A89D-990A042DE320},MO2706-C-8600.CFE,"20260623",594.2,594.2,546,546,569.8,2,11.402,2,2,472.4,73.6,97.4,15.58,20.62,2026-06-23 16:25:12,"1"
{E8B62286-89EB-41C3-A886-B8C6875D1061},MO2609-P-10000.CFE,"20260623",1586,1683.6,1553.2,1683.6,1646.4,89,1422.494,409,66,1534.4,149.2,112,9.72,7.3,2026-06-23 16:25:12,"1"
{E8E60410-DDCF-447D-A925-BF25E5F66FF0},MO2612-P-7600.CFE,"20260623",320,382.4,320,370.8,370.8,125,449.05,1009,4,315.8,55,55,17.42,17.42,2026-06-23 16:25:12,"1"
{F1B9D506-AD8D-4C3C-BD8F-E3BBEFE56AF7},MO2607-C-9200.CFE,"20260623",80,90.2,44.2,56.8,56.8,8819,6035.83,3352,607,85,-28.2,-28.2,-33.18,-33.18,2026-06-23 16:25:12,"1"
{F1EA9CAD-2739-48D9-A666-C874BB03B44F},MO2706-P-8200.CFE,"20260623",1027,1061.4,1012.4,1061.4,1059,10,102.212,8,8,1005.2,56.2,53.8,5.59,5.35,2026-06-23 16:25:12,"1"
{FAF39F71-FDB4-4554-B1CD-33853B10D64C},MO2609-P-9500.CFE,"20260623",1185.6,1209.8,1150,1208.8,1208.4,32,381.522,32,32,1109.4,99.4,99,8.96,8.92,2026-06-23 16:25:12,"1"
{A1957E70-E745-4D12-879C-F27A8271FA8B},MO2609-C-9800.CFE,"20260623",119,127.2,86.4,97.8,96.4,958,1039.64,1857,77,124,-26.2,-27.6,-21.13,-22.26,2026-06-23 16:25:12,"1"
{BC8E14DC-BA43-4736-B19B-C79D7EC7BA25},MO2609-P-8100.CFE,"20260623",275.8,338,275.8,330,323.6,157,486.852,84,84,277.6,52.4,46,18.88,16.57,2026-06-23 16:25:12,"1"
{C50B2C95-A9A0-4FFC-8CB2-C50C0D4EF822},MO2609-P-9700.CFE,"20260623",1356.6,1373,1288.8,1373,1378.6,17,227.09,13,13,1275.6,97.4,103,7.64,8.07,2026-06-23 16:25:12,"1"
{CDE6E3D5-D36F-4B97-AC57-4E596960BC7B},MO2608-C-7900.CFE,"20260623",816.4,816.4,816.4,816.4,764.6,2,16.328,126,0,859.6,-43.2,-95,-5.03,-11.05,2026-06-23 16:25:12,"1"
{D727AE1A-826D-4093-A082-12295DAC10E2},MO2608-C-8300.CFE,"20260623",556.6,582.6,459.4,497.6,500,91,482.438,157,18,570.2,-72.6,-70.2,-12.73,-12.31,2026-06-23 16:25:12,"1"
{E0284755-AF77-4DE6-84FF-4EEEA00BA12F},MO2612-C-6400.CFE,"20260623",1970,1970,1802.2,1817.4,1849.8,13,245.862,365,3,1981,-163.6,-131.2,-8.26,-6.62,2026-06-23 16:25:12,"1"
{F279C7EE-78CE-4109-A1C0-406F898B9250},MO2612-C-9200.CFE,"20260623",310.6,338,268.4,278,284,91,282.072,824,2,315.2,-37.2,-31.2,-11.8,-9.9,2026-06-23 16:25:12,"1"
{F279D8C4-6053-4E8F-A124-16958886E16E},MO2612-P-8800.CFE,"20260623",942.2,1025.6,934.6,1021,1012.8,93,893.182,829,9,914.4,106.6,98.4,11.66,10.76,2026-06-23 16:25:12,"1"
{FBD37DBC-8D44-4D41-AB97-77FDEFFFFEBD},MO2608-C-9200.CFE,"20260623",167.2,181.8,123.8,144,144,511,818.358,522,123,179.6,-35.6,-35.6,-19.82,-19.82,2026-06-23 16:25:12,"1"
{98D0525B-B19A-4FA8-8225-4B80985E2219},MO2607-C-9400.CFE,"20260623",45.8,52.8,23.4,32.4,32.4,5040,1976.244,2956,724,49.8,-17.4,-17.4,-34.94,-34.94,2026-06-23 16:25:12,"1"
{98D94C92-BDFE-4DAE-A1DC-EF8243472922},MO2612-P-6400.CFE,"20260623",77,89,72.2,86.2,86.2,448,363.24,1607,-27,71.2,15,15,21.07,21.07,2026-06-23 16:25:12,"1"
{B42A2CD1-AA43-4233-AF76-BA6481CC4F21},MO2703-C-9200.CFE,"20260623",395,413.8,345.8,359.8,359.8,81,318.924,146,-36,399.6,-39.8,-39.8,-9.96,-9.96,2026-06-23 16:25:12,"1"
{B43113C5-1017-4693-85D6-16D90F051A93},MO2608-C-8700.CFE,"20260623",333.8,363.6,266.4,299.4,299.4,435,1335.038,549,19,354.8,-55.4,-55.4,-15.61,-15.61,2026-06-23 16:25:12,"1"
{C58A1C92-FA6C-440F-A19E-6F1BC0F4651D},MO2609-C-6600.CFE,"20260623",1895.6,1915,1833.8,1835,1849.4,10,188.206,392,1,1970.2,-135.2,-120.8,-6.86,-6.13,2026-06-23 16:25:12,"1"
{D7AD8696-985D-409C-85EA-5DAC95486998},MO2608-P-8800.CFE,"20260623",492.2,571.8,471,557.8,541,106,541.74,190,12,457.6,100.2,83.4,21.9,18.23,2026-06-23 16:25:12,"1"
{E0303965-6864-40AC-8987-6519A1130930},MO2703-P-8800.CFE,"20260623",1165.8,1273.4,1165.8,1273.4,1236.2,13,155.166,352,-1,1160.8,112.6,75.4,9.7,6.5,2026-06-23 16:25:12,"1"
{EA1DC9C5-B1BA-495D-96B9-702671A9A2E1},MO2608-P-9400.CFE,"20260623",915.8,1030,915.8,1030,984.8,9,85.6,27,2,885,145,99.8,16.38,11.28,2026-06-23 16:25:12,"1"
{F306C1FF-26ED-4910-BF4E-CBD18BD36C5E},MO2609-P-7200.CFE,"20260623",74.6,96.2,74.6,92.2,92.2,652,556.034,2494,5,72.8,19.4,19.4,26.65,26.65,2026-06-23 16:25:12,"1"
{ABD8412C-E13A-418F-8438-9DEA836FFB70},MO2609-C-8800.CFE,"20260623",362,374.4,283.6,313.2,314.2,1103,3714.906,3230,183,372,-58.8,-57.8,-15.81,-15.54,2026-06-23 16:25:12,"1"
{D822DAEF-BF7F-406E-92FB-AC47677A2F42},MO2706-C-8200.CFE,"20260623",738.8,741.4,690.6,690.6,706.6,15,108.45,13,13,605,85.6,101.6,14.15,16.79,2026-06-23 16:25:12,"1"
{EA768F3E-4EFE-4B13-9E13-08EA102702E4},MO2608-P-7700.CFE,"20260623",94.4,116.2,90,109.6,107.2,243,245.186,311,90,83.4,26.2,23.8,31.41,28.54,2026-06-23 16:25:12,"1"
{FCC88602-B284-4E27-9202-3320F6A1D767},MO2703-C-7800.CFE,"20260623",944.6,944.6,830,842.6,865.4,108,979.244,405,16,947,-104.4,-81.6,-11.02,-8.62,2026-06-23 16:25:12,"1"
{99C5D243-9202-46A1-9982-46D1FC539FC1},MO2608-P-9800.CFE,"20260623",1284.6,1284.6,1276.4,1280.2,1334,10,127.88,10,10,1236,44.2,98,3.58,7.93,2026-06-23 16:25:12,"1"
{A311F954-57F0-40FC-B16E-02C66FBE2987},MO2607-P-7400.CFE,"20260623",9.6,12.8,6.4,10.6,10.6,2561,230.404,3216,-67,8.8,1.8,1.8,20.45,20.45,2026-06-23 16:25:12,"1"
{CFEC40DC-186F-4954-9EA0-9565422657A3},MO2608-C-8900.CFE,"20260623",255.4,278.4,198.8,225.2,225.2,242,582.612,385,27,273.6,-48.4,-48.4,-17.69,-17.69,2026-06-23 16:25:12,"1"
{CFEF7266-3D0C-4436-B452-095161FC7154},MO2609-C-7200.CFE,"20260623",1386.4,1420,1313.4,1313.4,1310,14,194.602,619,6,1421.8,-108.4,-111.8,-7.62,-7.86,2026-06-23 16:25:12,"1"
{D88DE51C-79FC-4307-AB8A-299749CA8C83},MO2612-P-9600.CFE,"20260623",1558.2,1627.2,1519.8,1627.2,1600.8,37,578.288,590,-16,1482.6,144.6,118.2,9.75,7.97,2026-06-23 16:25:12,"1"
{D8AF5AA1-81E8-4765-92C7-FCF65542E7C3},MO2703-C-8000.CFE,"20260623",836.6,842.8,737.4,771.4,771.4,93,755.35,415,-16,849.8,-78.4,-78.4,-9.23,-9.23,2026-06-23 16:25:12,"1"
{E191994A-4CF5-4FEE-BDEE-D626AC1347E2},MO2703-P-7800.CFE,"20260623",606.8,665.8,599.8,665.8,649,81,511.214,390,-11,593.8,72,55.2,12.13,9.3,2026-06-23 16:25:12,"1"
{E1EE6CE5-BB40-4906-9EC7-003FACFE69C2},MO2609-P-9200.CFE,"20260623",910,1014.8,890.8,983,969,63,585.858,446,14,879.4,103.6,89.6,11.78,10.19,2026-06-23 16:25:12,"1"
{B5CD3FFE-5FBA-4AC0-AA26-12ACFF69D85F},MO2609-P-9800.CFE,"20260623",1406.6,1522.4,1368,1466.2,1466.2,50,734.678,169,42,1359.4,106.8,106.8,7.86,7.86,2026-06-23 16:25:12,"1"
{BE7BC750-3059-4470-9CDC-6916C058DE24},MO2703-P-9400.CFE,"20260623",1682.8,1682.8,1682.8,1682.8,1674.4,4,64.96,45,0,1565.2,117.6,109.2,7.51,6.98,2026-06-23 16:25:12,"1"
{D090954E-D67E-43F2-AA01-9522BDA474B6},MO2703-C-7600.CFE,"20260623",1037.4,1052.2,939.4,939.4,970.2,19,193.728,303,-1,1055.2,-115.8,-85,-10.97,-8.06,2026-06-23 16:25:12,"1"
{D95F3F77-4061-4F85-B24C-4DD0EBEFEE8D},MO2706-C-8800.CFE,"20260623",535.8,559.6,494,494,510,21,104.616,7,7,415.8,78.2,94.2,18.81,22.66,2026-06-23 16:25:12,"1"
{E2843A60-9050-4ACA-B7D2-937826990988},MO2706-P-9200.CFE,"20260623",1751.4,1751.4,1751.4,1751.4,1739,2,35.028,2,2,1705.8,45.6,33.2,2.67,1.95,2026-06-23 16:25:12,"1"
{EB980C02-4408-4B51-83F3-A3CCAB906498},MO2706-C-7800.CFE,"20260623",950.2,957,846,866,866,179,1638.902,108,108,766.4,99.6,99.6,13,13,2026-06-23 16:25:12,"1"
{A438AF36-D857-4218-9928-5120267980B7},MO2703-C-8200.CFE,"20260623",747.6,756.4,653.4,654.2,682.2,64,463.818,500,-2,745.8,-91.6,-63.6,-12.28,-8.53,2026-06-23 16:25:12,"1"
{03CF4EBA-9E36-481A-A86E-48BBCB6A862E},MO2703-C-6600.CFE,"20260623",1680,1680,1564.8,1564.8,1618.2,12,194.988,279,9,1725.6,-160.8,-107.4,-9.32,-6.22,2026-06-23 16:25:12,"1"
{0C331EAE-0D73-42D1-981A-64CFDE797F67},MO2607-C-9000.CFE,"20260623",138.8,147.4,80.2,99,99,30258,35349.748,11980,1526,140,-41,-41,-29.29,-29.29,2026-06-23 16:25:12,"1"
{159E6738-B898-4EEE-ACC4-2A6F063D1C93},MO2612-C-9000.CFE,"20260623",372.8,396,311,334,334,223,812.628,1180,-17,379.8,-45.8,-45.8,-12.06,-12.06,2026-06-23 16:25:12,"1"
{1DF1A479-4375-4730-8A54-954A788966C0},MO2607-C-7900.CFE,"20260623",826.4,860,693.6,742,742,84,668.07,262,5,862,-120,-120,-13.92,-13.92,2026-06-23 16:25:12,"1"
